crit_number,index,radius,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21
341,4,0.221638878,-0.0397964586,0.3997071982,0.2912187866,0.3564322288,-0.1871183286,0.061097111,-0.3752896133,0.2448886413,-0.1916505352,-0.1409926053,-0.3803194423,-0.1580186982,-0.0077312042,0.0320454956,-0.0647892715,-0.3270340408,0.0658663664,0.2408199827,0.2331843799,0.4040788667,-0.0580053811,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
342,3,0.2215866021,0.0185293867,-0.1972986906,-0.3506346916,-0.0233337057,-0.4459768975,0.298446785,0.1637171419,0.0918865723,0.5179276767,0.3976549823,-0.1064238175,-0.0031769665,0.0663035948,0.1717020452,0.0930246523,-0.2578649214,-0.0707867599,0.2733478108,-0.1257030982,0.2190961683,-0.3035730228,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
343,5,0.2215832378,0.1196535293,-0.1112435994,-0.2336664227,0.3772863233,0.1490286751,0.1072261168,0.092886044,-0.0469258083,0.574604699,-0.0056368876,-0.3249799539,0.133778277,-0.0678132959,0.20260933,-0.5105124307,-0.2559211261,-0.0018047727,0.3049861252,0.0006781201,0.2874069965,-0.0809605633,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0
344,5,0.2215703743,0.2865513643,-0.0164419098,0.3964354404,-0.2291551636,-0.0677658059,-0.4027905925,-0.0064004359,-0.3352334329,0.0485086876,0.3181246118,0.1020762314,-0.2441865308,-0.1223745534,0.0238299764,0.585219688,-0.3331334535,0.2384337534,0.2597974575,-0.3915621083,-0.1202185458,0.0061671285,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1
345,4,0.2215376873,-0.2433053087,-0.1462622302,-0.1710533367,0.1984514605,-0.4542972455,0.1409927425,0.3487901602,0.0734248189,-0.1548827948,-0.2416179993,0.1924271821,0.3449006808,0.4368628744,-0.0956336797,0.2450899651,0.0859523789,-0.0544357662,0.5124480464,-0.0509575663,0.2349609841,-0.0527867122,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
346,6,0.2214953071,-0.2793155977,0.0830967373,-0.0152280823,-0.0149992633,-0.1590175831,-0.4418201046,-0.2858038737,-0.3877512241,-0.0270912454,0.3827921947,0.3269830539,-0.1655244725,0.3510919837,-0.1978583343,-0.1954271216,0.0584449043,-0.1609627617,0.1350832232,0.0650931898,0.3960966011,0.135359798,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1
347,3,0.2214737673,0.3866843342,-0.2545047292,0.2198082281,-0.1435031631,0.0127614068,0.360998503,-0.2886149111,-0.2360615882,-0.2352553187,0.3068576512,0.3035117493,0.0411294408,-0.2872758966,0.4716952254,0.0976029782,0.3003312291,-0.0810809864,-0.178525634,-0.079966688,0.1156785198,-0.0651161568,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
348,6,0.221463399,-0.0414826038,-0.3821005168,-0.306441553,-0.3986035918,-0.0578707816,-0.0501704714,0.1116687909,-0.2507701346,0.3379256216,0.1688677318,0.1318157879,-0.4485097933,-0.0102901662,0.3900306528,0.0720911095,0.4275375799,0.3455383395,0.021976767,0.1621484005,-0.0056101144,-0.0274953988,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1
349,6,0.2214422707,0.0168466622,-0.4940306896,-0.0657797737,-0.0286375259,0.140111867,-0.5856302796,0.0709345046,-0.0283182699,0.4312629879,0.1148646025,-0.0660354575,-0.0078204635,-0.3505199956,0.0335315996,0.2196690493,0.3684804763,-0.1000965074,-0.369297365,-0.254379081,0.0698824484,-0.2111235427,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
350,7,0.2214149988,-0.4529812643,-0.18964956,-0.2399080882,0.0162967136,0.3639480093,-0.04639771,-0.1099258148,-0.2156238653,0.4369745709,0.3016375285,-0.2403557574,0.2754123386,0.1599330711,0.0261806918,-0.5466617541,0.1499921018,-0.0551559189,-0.0971505311,-0.0558603111,-0.3239688219,-0.3825674456,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1
351,3,0.2214083958,-0.2634446991,0.1452404392,-0.221753288,0.0862574365,0.4021644879,-0.1335197317,0.1230182315,0.0493841142,0.2170692813,0.0138680487,-0.005828548,0.6426565349,-0.0890136293,0.4342563228,0.2718651206,0.0128759974,-0.2576121908,-0.4072896478,-0.153491942,-0.2210587803,0.0014550988,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1
352,5,0.2213875306,0.0887239823,-0.3876324517,0.1828966151,-0.4259397938,-0.1568884308,-0.046631411,0.3278948545,0.1829591914,0.1896987732,0.1755524655,-0.0438685737,-0.4937253049,0.2610070592,-0.4148832854,-0.2240747456,-0.0910305235,0.1097585104,0.0664391171,-0.0570156881,0.2970612948,-0.3333238287,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1
353,6,0.2213534617,0.1742328313,-0.3388828851,0.2312925562,0.3207600593,-0.0721332986,-0.1322837632,-0.0644870889,0.3967999906,-0.2071588282,-0.4236613739,0.259267557,0.0120855174,0.2177238227,0.2221688351,0.2690067659,-0.1078136001,-0.1489260482,-0.0521781317,-0.1893466062,0.0591754798,0.3299678392,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1
354,5,0.2213497444,0.1413208283,-0.4174825591,-0.122835299,-0.0116836795,0.2978298937,0.3564421249,0.2647807735,0.059871835,0.0698198759,-0.0544367576,-0.114595586,-0.3978519947,0.1896340132,-0.24873552,0.3781983808,-0.2544259685,-0.0489430925,-0.0083948046,0.2500215468,0.2030287492,-0.3488340391,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1
355,4,0.2213437711,0.1244919952,0.3308889239,0.1202667845,0.4032792701,-0.1320759418,-0.0565268234,-0.2522347979,-0.1015568657,0.3688442142,0.1282725305,-0.0127037654,0.576910453,9.24779e-05,-0.2757017219,-0.1695945287,-0.0382886228,0.0752426659,-0.4366847529,-0.2126825948,0.08651207,-0.0299514211,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
356,5,0.2212790574,-0.4367382278,0.3451276215,0.0760500582,0.1672446537,-0.4828518555,-0.021094507,-0.0295206122,0.0400215832,0.224700751,0.4668495791,-0.162554031,-0.1547122032,-0.4461092833,-0.1007067451,0.2747717181,0.0448465403,-0.0388425343,-0.2043769373,-0.3177916505,0.187039755,-0.3198257092,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
357,3,0.2212718284,-0.0810614283,-0.0188992392,0.4371458305,-0.0455965583,0.2085111228,-0.4558419658,-0.4319605663,0.0694893383,-0.2052318388,-0.1958581414,-0.3033406797,-0.2383726096,-0.1080824326,0.315669638,-0.0310391219,0.2198184734,0.0346381211,0.0656416439,0.2023016921,-0.1395633862,-0.3407964022,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
358,5,0.2212607199,-0.3516426195,-0.3722219533,-0.0503054969,0.2374507848,-0.2105018141,-0.0215376172,-0.1370576108,-0.2517857158,0.3732748837,0.0228656404,-0.330938205,-0.4451179959,-0.3070957878,-0.0413617309,-0.3894749708,0.0288195103,0.4052721971,-0.0898648126,-0.143011345,0.0120040177,0.0180217988,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
359,4,0.2211831948,0.133859665,-0.3759448286,0.0872717342,0.0098747865,0.1924193466,-0.1390118471,-0.3691728493,0.3946657439,-0.0336206364,-0.2838392167,-0.1377583776,-0.2728938212,-0.3612024073,-0.2063316045,0.1572232233,0.1152142508,-0.3123525962,-0.350102704,0.0095527268,0.0100566396,0.2640163927,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1
360,4,0.2211271624,0.0063426603,-0.0308220928,0.554851826,0.0481122972,-0.248216065,-0.3734844526,0.0768297279,0.087016499,0.0944965121,-0.252378782,-0.1923691337,-0.0011816621,-0.3365999514,-0.0323304296,-0.4047696892,0.3994125719,-0.159758789,0.2695140933,0.2650257111,0.1307490033,-0.3033208175,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
361,7,0.2211067867,-0.2638980195,-0.3390708718,-0.195528555,-0.2790855984,0.0962247721,-0.397570932,-0.4400361705,0.2018407222,0.0005408977,0.2330687067,-0.4493008394,-0.1301601095,-0.1966261806,-0.1980814495,0.2181734235,0.1688488785,0.0198923275,0.0978893508,0.1249798143,-0.0712914264,-0.3325916275,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1
362,5,0.2209760377,-0.3037600345,-0.3073993969,-0.080926621,0.1962402068,-0.497740151,-0.193350017,-0.1528980615,0.2000183382,-0.3260702491,0.3471018431,-0.0051581911,0.0517938282,-0.2451704393,0.157177396,0.1040135786,0.2548300938,0.0376838583,-0.378290024,0.1375715518,0.3474301705,0.2164150333,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
363,4,0.2209679784,0.4997444463,-0.026058968,-0.0792572522,-0.0767053606,0.3633282147,0.1593458689,-0.1666998325,-0.0638860558,0.2278758037,0.0648895707,0.0896121129,-0.422665772,-0.1359091311,-0.2404497463,-0.2080814286,-0.3296838408,0.3623939556,-0.2030191482,0.1873107197,-0.289251361,0.0893319546,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
364,3,0.2209065222,0.0225804108,0.4563954393,0.0004316428,0.081916037,0.136963691,-0.3118607371,-0.3308776659,0.0133672689,-0.2142695003,-0.0458052402,-0.1309572453,0.3428377716,0.3730391436,-0.291472591,-0.0934135099,0.2472007884,0.0878620965,0.094917766,-0.4044322278,0.3565168102,0.0541273794,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
365,5,0.2208421717,-0.2385589965,0.03706774,-0.2570589905,0.0217911814,0.3876812854,-0.3231875466,0.1334038373,-0.0494717122,0.0459618738,-0.1912370918,0.1863645241,0.2305549291,0.2770728287,0.3681768745,0.0422284915,0.4962098356,-0.2680727442,-0.0792198169,-0.1094850565,-0.4183372792,0.0512758179,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1
366,5,0.2208278238,0.2909894128,-0.3996943375,-0.0599290748,-0.1653168834,-0.0292412749,0.1175812646,0.2672834723,0.0594832821,0.110903217,0.2450513995,0.1288601941,-0.324702442,-0.3491778734,0.3649599184,0.0410288865,-0.0482562589,-0.2088015419,-0.2685723729,-0.1900168044,0.2036717017,-0.3380668486,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1
367,5,0.2208090365,0.0036937684,0.4447641985,0.0539881977,0.44077003,-0.2999101524,-0.1218780316,-0.1932179357,-0.1670385929,0.1285216158,-0.4017371312,0.2193985291,0.0814831403,0.2006234777,0.0565605461,-0.0204640439,0.1653898295,-0.1213810152,0.3821796115,-0.0147021268,0.0848918751,-0.4049880902,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
368,8,0.2207605896,0.028627815,-0.3006763053,-0.0763624118,0.2994320305,-0.0075819227,0.2925994224,0.0494324173,0.242426013,-0.0609694017,-0.3043626342,-0.183817514,0.2095133209,-0.0967740615,0.1686580696,0.3756725793,-0.3467739727,0.4186597376,0.0221156303,0.4456374547,0.0661839537,-0.1440432032,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1
369,1,0.2207337315,-0.2361884577,0.2010865859,-0.100606301,0.4448569592,-0.2914484009,0.0326907024,0.1058437411,0.2318017777,0.3293876808,-0.0148532048,-0.4398415579,-0.2308815052,-0.1758399909,-0.4630917478,0.1795282952,-0.1154915138,-0.1272700733,0.459662896,0.0454952651,-0.1040198931,0.0492530922,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
370,8,0.2207239107,0.4408832953,-0.2389204579,-0.0064051842,0.1310119362,0.4434541757,0.2544295407,-0.2521943043,-0.2061479157,0.3091907276,0.4898337517,0.2794461498,-0.0290108243,-0.1388063354,-0.0254251474,-0.077278713,0.1339372236,-0.27160583,-0.3219871143,-0.099261735,0.4120795185,-0.1208914503,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1
371,6,0.2207170117,0.4340468751,-0.0537958765,0.2885137676,0.067413989,-0.1699656457,-0.1949750355,0.2820109548,0.1835191272,-0.3494439793,0.3586885874,-0.4559083934,-0.026868372,-0.3317751456,0.2410564724,0.058108118,0.0307331062,0.1255332796,0.2819521624,-0.307159737,0.0238182852,-0.3253832752,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1
372,5,0.2206942204,0.43904118,0.236724573,-0.0450689688,-0.0792602809,0.016976635,-0.385746558,0.1497486709,-0.3509123753,-0.3018637128,-0.17230022,0.4427210873,-0.0815886127,0.0374320538,0.0726625649,0.0362791898,-0.0098039587,0.425215265,0.3535432633,-0.2385200261,-0.227878147,0.2046522448,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
373,5,0.2206929713,-0.0617788539,-0.4473018694,-0.1276499093,0.422871225,-0.2156811385,0.0010174038,0.2675192314,0.2628586255,-0.2521660311,-0.1886595568,0.0404819612,0.114607773,-0.125562491,0.0742357521,-0.3209390008,0.4004590857,0.1942576556,0.163095877,-0.0239616611,0.4111381222,0.2887059171,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
374,6,0.2206536615,0.2810811893,0.4396804804,-0.1683968079,-0.2811529949,0.3572043013,-0.1745400788,-0.2271703903,-0.2068855654,-0.3433996854,0.4133138293,0.0234602963,-0.2318589263,0.2346182584,-0.2106512268,0.0967926232,-0.3897409581,0.0928597936,0.1617377658,-0.1979403946,-0.2975921033,0.0874948314,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
375,4,0.2205814745,-0.1523387926,-0.2662126587,0.3685059536,-0.2116264002,0.1712980211,0.3121398647,0.3945876024,-0.3436866548,0.0329569001,0.0295152417,0.1223218536,-0.0540251133,-0.1844334168,-0.2630950015,-0.0714769584,0.2667484368,-0.1316146396,0.3980696987,0.369210607,0.2479245584,0.1978791681,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
376,5,0.2205164099,0.1471272304,0.3887924055,0.1738217403,0.2714181112,-0.0650775769,0.4120951914,-0.2359114578,0.1936989284,0.2724617255,0.2849693404,0.3006235429,-0.2357338147,0.2613560599,-0.1608527696,-0.0182951149,-0.1542788532,-0.2941145676,0.0449414285,-0.3676546522,0.0528478573,-0.1241673893,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1
377,6,0.2204542831,-0.0821831775,-0.406098525,-0.2180539859,0.1455215775,-0.3376098866,0.2587418556,-0.466994704,-0.2046745613,-0.1422328832,0.1427411363,-0.0062928392,-0.1945677833,-0.2160581677,0.1131777645,0.0321262792,-0.0115807563,-0.067625227,-0.6030080548,-0.197363805,-0.1075510782,0.4133475569,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
378,4,0.2203788989,0.1068743095,0.2870341057,-0.0899368671,0.1207799001,-0.2178900991,-0.0906344654,-0.3143025519,0.4372830218,0.0100395106,-0.1797594668,-0.2062125096,0.2315573619,0.2821630096,-0.2263684891,0.31942778,-0.1524384325,-0.1600269564,-0.4316198547,-0.0741203883,0.2152642173,0.3054842855,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
379,6,0.2203067812,-0.3763363458,-0.0481459367,0.3809246288,0.1070560572,-0.3364765061,0.2338393981,0.1287380083,0.1064139878,0.441845441,0.0052536821,-0.0020826535,-0.5635644871,0.2007191658,0.1824492316,0.0138528403,-0.3884134025,0.0371929162,-0.051176906,-0.0110059681,-0.1653004027,-0.1546196233,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1
380,4,0.2202883848,-0.0259051655,-0.2872168933,-0.2656426963,0.1404983988,0.0758254067,-0.4517027703,-0.2775698537,-0.0265791978,0.0841928476,0.4727262987,0.2985485879,-0.0772013979,0.1176067948,0.0149143386,0.2745134959,0.2439123247,-0.3573177983,0.075520935,-0.4688594498,-0.070770628,-0.3102228172,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1
381,5,0.2202879178,0.1707897615,0.112363251,0.3127146541,0.1291809011,0.2675413502,-0.1623796958,0.0040793566,-0.3163070523,-0.0897538166,0.2958913059,-0.3037883466,0.2400887749,0.3999853313,-0.0600476994,-0.2783859114,-0.2379281794,0.0499896978,-0.0527928876,0.037898842,-0.1700850966,-0.5039789353,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1
382,2,0.220279891,-0.0438416049,-0.2037755507,-0.045973163,-0.1371074111,0.3290024819,0.3098909685,-0.367742987,-0.0286417505,0.1959131083,-0.2006001983,-0.1560075765,-0.4549204525,0.4270322062,0.1772595755,-0.1351161113,0.2457161911,-0.22001436,0.2856674639,0.030325141,0.3648473396,-0.0960331725,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
383,5,0.2202542192,-0.1867061204,-0.2900103684,-0.0775681705,-0.1869056056,0.4160664728,0.2505429067,0.3354877353,-0.3989034225,0.0062484126,-0.211574003,0.1483329251,-0.1134077027,0.3488360577,-0.0516045093,0.2769014055,0.3488392971,0.1741436011,-0.1013650019,-0.2119671963,-0.0216770681,0.292971593,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
384,4,0.220248388,-0.3350358048,0.1278177064,-0.3038305221,0.0547276009,0.1101997277,0.364430562,0.3219050304,0.2563557734,-0.0592373228,0.0708461859,0.2701074941,-0.4209246967,-0.0140850466,-0.3017421424,-0.3616679533,-0.1156851014,-0.0891944617,0.0105394108,0.2650299355,-0.308515533,-0.0209534722,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
385,3,0.2202469273,-0.0787329339,0.0508725416,0.4622746937,0.3540630443,-0.0035764914,0.1513627846,-0.2261996993,0.0815107475,0.0483305894,0.070496573,-0.2221814447,-0.1052239778,0.1666059762,0.3877412863,0.0754346581,-0.0658563845,0.1095239045,-0.3609861099,-0.2523759535,-0.4787754712,0.0495264997,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
386,2,0.2202383914,-0.1642034906,0.1845361331,0.3609054529,-0.1097435303,0.4811192944,-0.2506310938,-0.203960285,-0.0022945609,-0.4822986683,-0.0902146708,-0.3098270796,0.1365833188,-0.0999610638,0.0828084791,-0.0628210994,0.2765108554,0.2886518131,-0.1624062997,0.2862572483,-0.1039837456,0.0369981186,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
387,5,0.2201412649,0.0547613308,-0.3153011932,-0.0101770172,0.1042781093,-0.2207519524,0.4169731154,0.0184762785,0.1386146758,-0.2146381937,-0.0063293086,0.2690851798,0.2051365513,-0.3666226066,0.4955624113,0.0922405407,-0.3516792212,0.0137843316,0.3021088198,-0.3247513863,-0.1191862379,-0.1167496592,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
388,4,0.2201180148,0.1377056212,-0.205837176,0.2257784073,0.1912946097,0.1692951089,-0.1571792201,0.4720272105,-0.1605605493,-0.2358698384,0.3488305924,0.168614547,0.3207516431,-0.222707026,0.2863670471,-0.0638809417,-0.2434766111,0.0084000464,0.276869308,0.4062559844,-0.499417365,0.0373662611,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
389,7,0.2201135297,-0.2287509719,0.1988073241,-0.1709382231,-0.1428906531,-0.0632861982,0.328766275,0.0293229853,0.3312977552,0.4206674737,0.4151358504,-0.1785506182,0.1386067743,-0.0318652806,-0.1842228492,-0.0797034999,0.1895779707,0.451013872,0.0285115674,-0.4635856178,0.2402947604,0.1991041332,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1
390,5,0.2200849844,0.265879315,0.3081992677,0.0978421689,0.0352340559,0.2257491374,-0.3970966379,-0.0034754258,-0.109350602,-0.1143258054,0.1438827384,-0.1204824357,0.4401985414,0.3878758916,-0.263119029,-0.2445142036,-0.0656560977,-0.4183256376,0.1929486568,-0.4025852723,0.0347241729,0.002735681,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
391,3,0.2200792909,-0.2870472658,0.1386216879,-0.117027629,-0.4639313792,-0.4287750688,-0.0315636763,0.027457098,-0.3284974827,-0.254467623,0.2170079539,0.059964123,-0.3375797831,0.1077355831,-0.4249172279,0.167430676,-0.0744780117,0.1865742332,0.2654046432,0.3179850172,0.2017349346,0.0667026018,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
392,5,0.220077198,0.3418642171,0.1688412168,0.0549327876,-0.3141139108,-0.0957392356,0.3729139088,-0.2902525355,-0.0207887073,-0.1255682965,-0.0440600102,-0.3088616997,0.0983494184,-0.080145777,0.2550158595,0.1455828846,-0.0416093127,0.0569560475,-0.4803474758,0.3219191823,-0.2288132586,-0.1327078426,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
393,6,0.2200608384,0.4778116285,-0.1604871264,0.0684766415,0.2269973487,0.0213065631,0.5131518871,-0.1908683255,0.1194739978,0.1430144604,0.3756907038,0.2599370047,-0.2384148262,-0.0342589705,0.1025333928,-0.2679522246,0.1411308158,-0.4130724977,-0.0601847396,0.0895579733,0.3993893317,0.3346275789,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1
394,5,0.2200322455,0.4814753711,-0.1068941453,0.076423383,0.3303635167,0.3063211051,0.0677561673,-0.1267759151,0.2713023685,0.0573141277,-0.2487170376,0.0560559355,0.421259305,-0.2775797674,0.0691655807,-0.3033181967,-0.1526698872,-0.3149485299,0.2049553804,0.0764512109,-0.0882311607,-0.0946435402,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1
395,6,0.220018693,-0.2560342407,-0.3054489303,0.1378466004,-0.2995989107,-0.0858523711,-0.3887050602,0.1777399194,-0.4059411625,-0.1565272769,-0.4452128224,0.3010082155,0.0833636925,0.3289650143,-0.0765424803,0.0929930228,-0.0668448216,0.0880920532,0.1923053855,-0.115040692,0.2692739867,-0.2057940571,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1
396,3,0.2200136293,-0.2415565079,-0.1774080798,-0.0623103886,0.3092801456,-0.0399627274,0.184555222,0.1011992527,-0.2379816762,-0.3913468792,0.3256965398,0.1401029158,-0.374703629,-0.0435308975,0.1943074874,0.0651156025,-0.017655863,0.0271257748,0.4713233646,0.1278588479,-0.4034632088,0.0155058175,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
397,3,0.2199997185,-0.1855172597,-0.0773057709,0.0156842713,0.2940246875,-0.386156235,-0.1470947167,-0.1525304117,-0.2402671538,-0.3916914277,0.4744160895,-0.0206784536,-0.3128790282,0.1432087539,-0.1152602379,0.4215153201,-0.0125563202,0.3258732615,-0.0179413995,0.1304079225,0.038690844,-0.5807095195,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
398,3,0.2199805018,0.2330324644,-0.429110211,-0.1818644305,-0.0668023662,0.0515900962,-0.0687589983,0.0158114689,0.4947224931,0.2956013866,0.089166117,0.0780537584,-0.4792942485,-0.1414329621,-0.2750322512,-0.3539147472,-0.4051538427,0.3255120694,-0.1324042318,0.2458169237,-0.1548593981,0.1619214534,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
399,4,0.219942926,-0.2142855774,0.3289886602,-0.2314150624,-0.2048216463,-0.1492548311,-0.293735482,-0.2534492647,-0.3101097197,0.1127871157,-0.1030866324,0.0088456539,0.3757668299,0.1360636526,0.2388285344,0.0188374687,0.2296284863,-0.0912719761,-0.2564424897,0.3109734201,-0.3622725523,0.0803679203,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
400,4,0.2199056427,-0.0657331132,-0.3940900724,0.264758452,-0.0146665925,-0.0241437865,0.6686217145,0.2050045596,0.0187267269,0.0638566196,0.1110301376,-0.338159278,-0.1753820774,-0.4445383751,-0.1711178386,0.2497943861,-0.1629173262,-0.0315864789,-0.3315866631,-0.1104880853,0.3028792868,-0.0508415954,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
401,4,0.2198927249,0.3343421787,0.3087487545,-0.2423469586,-0.4954641376,0.0583262716,0.1673392789,0.2776480528,-0.3183195529,0.1589079971,-0.3698528207,-0.3835226118,-0.1364520508,-0.1861575399,0.0160167151,-0.1424196143,-0.0181889558,0.3942828478,0.0062832084,0.1406294318,-0.0376528982,-0.4318001416,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1
402,3,0.2198883246,-0.2292605145,-0.4616231455,-0.1421310947,-0.1041828898,-0.074317359,-0.308725069,0.1771400406,0.1221896888,0.1281847134,0.4829693535,-0.1724017233,0.2425867783,-0.0035830119,-0.4911451228,0.2341692006,0.285503234,-0.2013282837,-0.149298693,-0.1088299533,-0.0916369754,0.3849001617,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1
403,4,0.2198585826,-0.1712039188,-0.3188122584,-0.3004581967,0.2539651478,-0.0301797525,-0.420300154,0.2260882081,-0.3105754124,0.1841662986,-0.2029080885,0.2538988933,-0.0938102885,0.2060018903,0.4782669195,-0.2010091996,0.1931233761,0.086953717,-0.0008609873,-0.1701156678,-0.1390297558,0.100825061,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
404,6,0.2197942402,0.0832715917,-0.3526480689,0.1535891995,0.3893980682,-0.3149907209,-0.2083262966,-0.3577667401,0.3397480533,-0.1077923024,0.2771451153,0.1096945832,-0.1916020856,0.0243099236,0.4549558089,-0.2921360798,-0.0965101968,0.0422804552,0.083247167,0.2630533802,0.252423407,0.223931232,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
405,5,0.2197934808,-0.392775734,-0.1631576506,-0.1113987164,0.2237198688,0.2203467758,-0.16014072,-0.150299295,-0.4933067023,0.1840367059,-0.2287171302,0.1318482745,0.3998573453,-0.340494179,0.2726282922,-0.1357697607,0.0187257974,-0.1155946717,0.0357099151,0.3935707718,-0.0371766976,0.251530589,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1
